ink_iron_ratio,parchment_density,carbon_14_ratio,scribal_pressure_var,pigment_layer_count,uv_fluorescence_idx,linguistic_anachronism_score,vellum_thickness_mm,is_authentic
0.776,0.761,0.8609,43.9,7,0.804,3.3,0.592,0
0.203,0.681,0.9141,47.9,6,0.076,3.93,0.517,0
0.931,1.034,0.9758,33.3,4,0.493,5.83,0.158,0
0.499,1.014,1.0326,73.2,2,0.192,2.75,0.143,0
0.494,0.981,0.9216,27.9,1,0.32,5.5,0.502,1
0.924,1.198,1.022,65.7,5,0.277,9.08,0.139,1
0.393,0.731,1.0337,78.1,5,0.709,4.24,0.231,0
0.408,1.026,0.8542,58.3,5,0.456,6.52,0.501,0
0.576,1.076,0.8979,38.3,1,0.299,2.29,0.554,1
0.165,0.49,0.992,25.0,5,0.831,8.01,0.484,0
0.339,0.338,1.0014,20.7,6,0.086,2.7,0.545,1
0.224,0.664,0.9285,69.5,6,0.766,5.8,0.38,0
0.143,1.071,0.9814,47.5,4,0.248,3.0,0.49,1
0.83,0.56,0.9724,13.7,1,0.918,0.67,0.272,0
0.58,0.93,0.998,88.7,4,0.006,3.2,0.493,1
0.373,0.307,0.9937,63.7,5,0.557,2.12,0.44,0
0.418,0.62,0.8672,77.5,4,0.622,8.93,0.387,0
0.438,0.854,0.8817,45.1,5,0.577,2.66,0.596,1
0.62,0.417,0.8765,86.4,4,0.815,9.74,0.335,0
0.884,1.107,1.0365,26.0,4,0.112,4.92,0.41,0
0.89,0.441,1.0327,24.8,3,0.416,2.21,0.355,1
0.402,1.119,1.0095,81.2,5,0.864,3.91,0.23,0
0.346,0.495,0.8733,81.3,2,0.889,1.83,0.265,0
0.456,1.195,0.9649,49.9,4,0.498,8.34,0.589,0
0.561,0.844,0.8874,20.1,3,0.558,1.2,0.296,1
0.466,0.376,0.9237,34.4,5,0.764,8.74,0.44,0
0.643,0.359,0.9034,70.3,7,0.78,0.46,0.384,0
0.549,0.367,1.0158,77.7,5,0.888,3.0,0.545,0
0.339,0.831,0.8789,37.8,1,0.844,1.4,0.479,0
0.361,1.029,0.9792,14.9,5,0.414,6.85,0.14,0
0.391,0.663,1.0468,63.3,3,0.65,5.12,0.278,0
0.135,0.7,0.9874,69.2,1,0.483,9.39,0.456,0
0.199,0.83,0.8658,43.9,2,0.118,3.66,0.181,0
0.701,0.78,1.0316,56.6,7,0.822,0.41,0.352,1
0.4,0.919,0.9786,89.0,3,0.602,7.62,0.259,0
0.243,0.725,0.9413,29.6,2,0.058,5.8,0.132,0
0.556,0.942,0.9819,55.8,1,0.677,8.27,0.599,0
0.73,1.198,1.0258,58.9,5,0.283,4.26,0.565,1
0.282,0.615,0.9454,53.9,6,0.069,7.38,0.474,0
0.794,0.311,0.9563,79.5,3,0.607,1.71,0.201,0
0.885,0.413,0.9405,58.4,1,0.732,10.0,0.594,0
0.588,0.798,0.8645,50.6,3,0.517,1.74,0.415,1
0.652,0.61,1.0074,19.8,5,0.006,8.3,0.583,1
0.097,1.146,0.8753,66.3,1,0.577,2.12,0.121,0
0.901,0.865,0.9289,20.6,2,0.007,7.83,0.187,0
0.403,0.768,0.9274,12.1,1,0.926,8.61,0.439,0
0.882,1.018,0.906,49.1,4,0.267,8.77,0.554,1
0.571,0.533,0.9305,55.8,2,0.871,4.76,0.188,0
0.054,1.038,0.9736,89.9,2,0.012,4.29,0.259,0
0.085,0.303,0.9123,67.0,1,0.097,8.34,0.394,0
0.662,0.858,0.8845,77.9,6,0.451,5.79,0.6,0
0.556,1.141,1.0239,37.7,4,0.759,6.21,0.5,0
0.074,1.009,1.0442,50.7,7,0.943,2.36,0.562,0
0.719,1.068,0.9417,87.9,3,0.521,4.46,0.438,0
0.817,0.657,0.9154,43.4,2,0.355,3.69,0.539,0
0.497,1.042,0.8595,74.6,2,0.045,6.65,0.354,0
0.469,0.796,0.8574,52.1,7,0.584,1.96,0.162,0
0.055,0.857,0.9286,27.9,5,0.38,4.06,0.455,0
0.758,0.353,1.036,56.4,3,0.909,8.49,0.401,0
0.348,0.481,0.9961,27.4,5,0.48,5.46,0.343,0
0.841,0.796,0.9199,10.2,4,0.765,8.96,0.237,0
0.386,0.353,1.0436,28.9,1,0.848,2.33,0.492,0
0.559,0.967,0.9358,25.5,5,0.098,4.4,0.51,1
0.293,1.056,0.9054,39.7,1,0.441,5.0,0.282,0
0.195,1.128,0.9353,81.1,2,0.894,4.01,0.564,0
0.747,0.392,0.8923,41.0,5,0.424,6.84,0.285,0
0.497,1.146,1.0271,77.6,4,0.565,1.49,0.154,0
0.533,0.361,0.9222,54.4,2,0.873,5.19,0.183,0
0.919,0.727,0.9816,10.6,1,0.233,1.39,0.347,1
0.917,1.056,0.9278,25.1,5,0.895,6.29,0.14,0
0.82,0.363,1.0303,84.5,5,0.397,8.3,0.459,0
0.219,0.316,0.9785,58.3,2,0.593,0.2,0.498,1
0.585,0.322,0.9477,84.4,3,0.328,4.57,0.375,0
0.84,0.76,0.8764,34.8,3,0.527,4.93,0.547,0
0.387,1.03,1.0304,67.3,7,0.049,7.2,0.577,0
0.141,0.415,0.9594,71.8,6,0.065,0.75,0.324,0
0.78,0.412,0.907,88.1,2,0.415,4.06,0.145,0
0.484,0.812,1.0256,11.5,4,0.335,7.85,0.216,0
0.558,0.511,0.8609,86.2,7,0.616,5.32,0.429,0
0.934,0.957,0.9128,41.3,3,0.038,7.5,0.303,0
0.596,1.155,0.9574,77.0,1,0.168,3.64,0.443,0
0.432,0.989,0.918,53.6,3,0.21,9.2,0.433,0
0.383,1.089,0.9453,55.2,5,0.44,0.77,0.403,1
0.426,0.768,0.9029,38.8,7,0.247,0.91,0.179,1
0.157,1.049,0.876,76.3,3,0.138,5.28,0.243,0
0.765,0.465,0.8574,31.1,1,0.598,4.71,0.289,0
0.804,0.362,0.8815,49.4,2,0.744,6.38,0.512,0
0.306,0.89,1.0406,54.8,3,0.685,2.29,0.441,0
0.323,0.347,0.9651,69.4,1,0.276,2.26,0.422,0
0.837,1.103,0.9478,47.7,1,0.854,7.49,0.436,1
0.072,0.922,0.9269,64.4,5,0.612,2.92,0.352,0
0.518,1.157,0.9917,48.8,6,0.615,7.27,0.12,0
0.467,0.582,0.8783,62.7,2,0.213,6.41,0.201,0
0.671,0.738,0.9052,63.9,4,0.242,0.83,0.17,0
0.197,0.968,0.9812,66.8,5,0.475,7.11,0.132,0
0.651,0.519,0.9458,75.9,5,0.238,8.8,0.26,0
0.389,0.788,1.004,53.3,7,0.688,8.17,0.494,0
0.607,0.894,1.0294,25.5,7,0.309,0.09,0.158,1
0.086,1.181,1.0147,64.4,3,0.152,5.4,0.156,0
0.466,0.97,0.8868,16.2,7,0.152,9.13,0.162,0
0.52,0.406,0.8683,27.5,1,0.127,5.99,0.235,0
0.243,0.728,0.8839,73.4,7,0.44,2.9,0.201,0
0.176,0.83,1.0067,44.8,1,0.003,1.95,0.107,0
0.22,0.432,1.0328,49.8,1,0.542,6.85,0.238,0
0.36,0.689,1.0351,89.0,1,0.298,7.71,0.598,0
0.137,0.556,0.9096,28.8,1,0.552,9.13,0.268,0
0.903,0.407,1.0181,11.6,4,0.935,9.06,0.206,0
0.414,0.761,0.9572,18.9,5,0.869,3.39,0.348,0
0.778,0.449,1.0146,29.6,6,0.576,6.04,0.215,1
0.927,0.831,0.9597,68.1,1,0.418,1.02,0.38,1
0.123,0.453,0.8792,72.1,3,0.698,0.94,0.3,0
0.637,0.951,0.8658,55.2,1,0.923,0.71,0.548,0
0.834,0.476,1.0414,30.4,2,0.49,9.27,0.564,0
0.621,1.107,0.9352,51.7,6,0.099,1.52,0.457,1
0.436,0.324,0.9201,11.2,5,0.766,4.82,0.208,0
0.438,0.77,0.9213,64.5,2,0.01,4.33,0.337,0
0.082,0.588,0.9258,59.1,3,0.765,3.25,0.253,0
0.531,0.503,1.039,11.7,7,0.085,5.38,0.499,1
0.944,0.724,0.8625,75.4,5,0.107,0.03,0.115,1
0.913,1.058,0.8738,71.1,2,0.782,3.8,0.431,1
0.086,1.124,1.0079,34.7,7,0.69,4.79,0.262,0
0.685,0.573,0.9599,60.8,2,0.562,8.03,0.341,0
0.322,0.439,0.8757,58.1,3,0.821,7.01,0.261,0
0.863,0.948,0.8569,21.5,5,0.851,8.5,0.282,0
0.091,0.824,0.8948,25.5,4,0.458,3.76,0.437,0
0.892,0.481,0.9022,64.7,1,0.996,1.41,0.398,0
0.804,0.984,0.8528,84.7,6,0.358,4.01,0.222,1
0.156,0.767,0.8932,56.1,2,0.172,9.63,0.122,0
0.104,0.888,0.9977,55.4,5,0.846,2.14,0.528,0
0.801,0.623,1.0211,61.7,3,0.416,1.75,0.346,0
0.19,0.695,1.0296,45.2,6,0.874,9.44,0.409,0
0.531,0.462,0.928,14.3,7,0.061,9.5,0.344,0
0.874,0.981,0.9139,41.7,6,0.111,1.49,0.409,1
0.561,0.441,1.05,82.0,7,0.04,7.69,0.413,0
0.408,1.0,1.0039,74.4,4,0.602,4.3,0.108,0
0.451,1.018,0.9575,84.2,1,0.832,4.92,0.367,0
0.107,0.972,0.901,22.2,4,0.403,4.99,0.351,0
0.922,0.317,0.9143,50.5,4,0.091,9.68,0.148,0
0.33,0.546,0.9531,56.8,6,0.373,1.85,0.473,0
0.22,0.722,0.9584,26.8,2,0.348,7.73,0.218,0
0.307,0.836,0.8527,26.1,5,0.643,0.06,0.127,1
0.918,1.127,1.0419,72.6,4,0.652,6.29,0.502,0
0.135,0.638,0.9651,63.7,5,0.103,6.53,0.533,0
0.831,1.088,0.9678,61.8,3,0.42,7.54,0.22,0
0.687,0.447,0.8923,31.4,3,0.643,9.26,0.444,0
0.797,0.634,1.003,50.5,2,0.259,7.54,0.102,1
0.928,0.347,0.9975,11.8,6,0.407,7.32,0.461,1
0.808,0.968,0.869,20.4,1,0.614,2.54,0.332,0
0.899,0.436,0.969,51.5,2,0.403,9.93,0.496,0
0.164,0.531,0.9816,34.8,3,0.031,4.68,0.297,0
0.766,0.998,1.0171,87.3,2,0.223,4.17,0.276,0
0.541,0.781,0.8912,47.7,7,0.776,5.02,0.52,0
0.539,0.313,1.0255,16.7,3,0.249,3.94,0.119,0
0.859,0.302,0.9423,11.4,2,0.818,5.94,0.194,0
0.925,0.76,0.8693,68.0,2,0.467,3.5,0.306,0
0.684,0.574,0.8711,23.7,2,0.473,2.4,0.398,0
0.485,0.462,0.8896,25.0,5,0.771,9.28,0.103,0
0.461,0.852,0.9066,43.9,4,0.383,9.28,0.388,0
0.398,0.506,0.9493,31.1,2,0.238,4.96,0.289,0
0.375,0.833,0.9998,59.3,7,0.105,9.62,0.415,0
0.402,0.641,0.8873,48.9,5,0.672,4.16,0.553,1
0.131,0.468,1.0485,18.9,3,0.47,3.87,0.32,0
0.12,0.424,0.8823,72.8,4,0.809,9.17,0.377,0
0.752,0.513,0.9699,44.1,5,0.458,6.33,0.331,0
0.451,0.327,1.0358,58.9,2,0.415,7.63,0.159,0
0.888,0.577,1.0165,10.3,6,0.299,4.13,0.497,1
0.601,1.112,0.9796,60.1,2,0.199,4.07,0.543,1
0.082,1.048,0.9931,32.6,1,0.83,0.83,0.506,0
0.192,0.635,0.8768,49.5,4,0.095,9.67,0.574,0
0.235,0.818,0.8519,33.8,7,0.902,2.28,0.334,0
0.928,0.811,0.9368,89.7,6,0.027,4.94,0.426,1
0.247,1.046,0.8679,28.5,3,0.522,1.15,0.184,0
0.514,0.513,0.9216,83.0,3,0.058,6.47,0.588,1
0.893,0.567,0.8947,83.4,5,0.78,3.91,0.39,0
0.929,0.572,1.0333,43.7,2,0.211,7.68,0.231,0
0.263,0.337,1.026,34.3,6,0.566,5.28,0.503,0
0.094,0.583,1.0138,40.5,3,0.916,1.29,0.393,0
0.188,1.09,0.9928,89.1,2,0.649,0.11,0.575,0
0.107,1.121,0.8808,59.5,1,0.178,2.12,0.485,0
0.226,0.399,0.8597,53.6,5,0.797,7.24,0.539,0
0.562,0.712,0.9808,12.9,1,0.441,8.29,0.373,0
0.871,0.643,0.9785,77.8,6,0.013,3.41,0.359,0
0.533,0.74,0.9239,16.7,7,0.487,5.36,0.479,1
0.613,0.799,0.9445,13.8,1,0.812,2.4,0.153,0
0.232,0.318,0.9478,32.0,1,0.43,8.8,0.127,0
0.771,1.058,0.898,48.1,7,0.758,9.65,0.592,0
0.606,1.176,0.9128,81.6,1,0.706,7.53,0.558,0
0.828,0.888,0.9337,73.2,3,0.457,0.89,0.578,0
0.904,0.894,0.9706,25.8,7,0.323,4.37,0.131,1
0.363,0.775,1.0412,39.8,1,0.727,9.91,0.235,0
0.132,0.601,0.9577,72.4,5,0.369,2.29,0.551,0
0.253,0.434,0.9962,52.2,3,0.17,6.7,0.145,0
0.444,0.826,1.0114,24.0,4,0.321,9.39,0.326,0
0.901,0.34,0.8727,41.7,7,0.877,7.73,0.271,0
0.39,1.042,0.9806,60.1,5,0.283,6.09,0.54,0
0.744,0.679,0.9464,87.9,3,0.235,5.07,0.359,0
0.536,0.673,0.9645,62.9,7,0.133,9.29,0.245,0
0.215,0.594,0.8577,11.3,5,0.055,3.95,0.362,1
0.339,1.172,1.0312,66.4,1,0.977,9.01,0.156,0
0.638,0.457,1.0406,30.1,3,0.537,4.31,0.466,0
0.656,0.436,0.8507,79.0,2,0.73,7.57,0.409,0
0.441,0.449,0.8926,40.7,5,0.773,9.16,0.4,0
0.256,0.893,0.886,26.0,7,0.352,5.51,0.319,0
0.7,1.193,1.0063,47.4,1,0.799,3.1,0.247,1
0.202,0.512,0.9696,30.4,6,0.961,0.51,0.133,0
0.893,1.115,0.8855,28.9,7,0.742,8.09,0.574,0
0.219,0.551,1.0128,55.9,7,0.712,6.22,0.308,0
0.147,0.883,0.9207,71.4,5,0.432,2.63,0.348,0
0.498,0.336,0.9422,76.8,3,0.841,8.77,0.288,0
0.518,0.746,0.9275,41.8,2,0.089,9.2,0.594,0
0.507,0.889,0.9543,15.3,7,0.75,8.87,0.498,0
0.443,0.783,0.946,48.7,3,0.362,6.02,0.148,0
0.945,0.514,0.9049,44.7,3,0.566,9.77,0.404,0
0.488,1.046,0.9349,25.8,6,0.893,8.75,0.342,0
0.48,1.173,1.0317,81.7,6,0.605,1.04,0.497,0
0.43,0.713,0.9506,87.9,6,0.026,9.81,0.599,0
0.11,0.872,1.0333,14.1,7,0.723,5.49,0.472,0
0.584,1.011,0.96,73.7,7,0.929,9.2,0.532,0
0.255,0.517,1.0038,61.7,2,0.642,7.6,0.351,0
0.624,1.078,0.9087,30.9,2,0.861,6.48,0.287,0
0.096,0.552,1.0081,60.8,2,0.825,3.27,0.422,0
0.933,0.998,0.9029,20.3,5,0.861,0.27,0.475,1
0.472,0.401,0.8539,15.6,5,0.344,2.77,0.214,0
0.857,0.56,0.8821,89.5,7,0.474,6.86,0.352,0
0.478,0.78,0.8543,60.9,6,0.848,8.63,0.157,0
0.104,0.772,1.0394,30.3,6,0.91,0.02,0.208,0
0.79,1.065,1.05,46.0,1,0.147,2.08,0.541,1
0.633,1.197,1.0024,86.0,5,0.182,6.73,0.172,1
0.754,0.396,0.8716,45.1,6,0.347,2.84,0.506,0
0.435,0.544,1.0298,82.0,7,0.77,1.42,0.286,0
0.624,0.622,0.9988,79.5,3,0.875,0.82,0.432,0
0.821,0.731,0.9164,37.5,6,0.58,6.38,0.555,0
0.618,0.745,0.9505,65.7,3,0.113,5.95,0.49,0
0.363,1.071,0.9824,62.8,2,0.304,8.59,0.513,0
0.646,0.994,0.8548,71.7,3,0.857,3.15,0.231,0
0.655,0.317,0.9503,39.3,2,0.348,1.37,0.281,0
0.915,0.71,0.9965,14.2,7,0.103,7.99,0.466,1
0.384,0.856,0.8876,23.7,2,0.302,9.88,0.489,0
0.433,0.714,0.9388,59.3,1,0.807,3.6,0.495,0
0.781,0.418,0.9565,72.0,5,0.493,8.65,0.47,0
0.505,0.658,0.9971,70.5,5,0.172,7.63,0.216,0
0.713,0.67,1.0429,56.7,4,0.313,9.12,0.245,0
0.464,0.469,1.0197,16.8,2,0.954,4.24,0.571,0
0.244,0.981,0.9743,11.4,4,0.432,1.01,0.377,0
0.721,0.589,0.9667,72.6,7,0.442,1.18,0.477,1
0.168,0.83,0.9706,54.0,1,0.153,7.63,0.4,0
0.229,0.764,0.959,72.6,6,0.305,8.63,0.562,0
0.614,1.09,0.8619,23.0,1,0.815,4.57,0.534,0
0.723,0.41,0.9897,42.6,2,0.786,0.6,0.231,1
0.855,0.403,0.9933,83.5,7,0.435,0.67,0.542,1
0.295,0.57,0.9525,23.7,3,0.894,5.99,0.25,0
0.15,0.688,1.0241,14.9,4,0.38,9.19,0.32,0
0.91,0.569,0.9845,62.3,3,0.864,4.0,0.526,0
0.189,0.987,0.9225,57.6,5,0.032,6.51,0.262,0
0.228,0.521,0.8539,86.2,3,0.347,5.42,0.245,0
0.312,0.376,0.8618,82.5,4,0.855,8.9,0.434,0
0.526,0.672,0.9204,70.0,6,0.901,8.32,0.6,0
0.845,0.996,0.9424,11.5,4,0.756,1.99,0.166,1
0.734,1.066,0.8834,48.4,4,0.67,6.78,0.451,0
0.687,0.96,0.8879,81.7,6,0.816,8.48,0.363,0
0.208,0.802,0.896,44.7,3,0.708,9.3,0.305,0
0.372,0.952,1.0061,87.0,6,0.254,5.9,0.475,1
0.481,0.913,1.0043,62.2,6,0.466,1.76,0.377,1
0.183,0.511,0.9266,18.8,7,0.661,5.58,0.499,0
0.296,0.796,0.8845,50.7,4,0.588,6.66,0.472,0
0.327,0.994,0.8722,65.6,4,0.885,2.72,0.593,0
0.165,0.585,0.8674,15.2,1,0.474,9.73,0.505,0
0.545,0.889,0.9283,37.6,1,0.178,2.29,0.133,1
0.685,0.733,0.8591,67.4,1,0.215,9.11,0.49,0
0.113,0.753,0.9167,22.6,5,0.846,4.25,0.425,0
0.483,0.381,1.0423,37.9,3,0.009,0.01,0.145,0
0.754,0.9,0.9515,65.2,3,0.869,5.43,0.403,0
0.723,1.079,1.0145,72.0,5,0.056,6.28,0.475,1
0.784,0.427,0.8759,51.5,3,0.392,8.69,0.199,0
0.453,0.629,0.9036,86.5,1,0.8,5.41,0.317,0
0.789,0.344,1.0393,84.0,4,0.408,0.94,0.371,1
0.267,0.327,0.9267,47.9,4,0.822,9.27,0.307,0
0.375,1.191,0.9797,22.8,1,0.1,5.65,0.538,0
0.209,0.744,1.0452,71.8,2,0.512,2.72,0.184,0
0.471,0.62,0.9602,29.5,2,0.582,8.99,0.486,0
0.403,0.547,0.9111,77.4,5,0.891,1.21,0.489,1
0.267,1.182,0.9564,57.0,2,0.094,0.97,0.324,0
0.727,0.527,0.8609,41.5,1,0.339,5.35,0.37,0
0.332,0.953,0.8725,54.5,2,0.659,6.25,0.177,0
0.296,0.555,0.8514,52.6,4,0.98,5.11,0.198,0
0.168,0.363,1.0268,84.0,6,0.848,9.29,0.366,0
0.445,0.915,0.9843,27.1,1,0.846,2.63,0.212,0
0.323,0.301,0.9097,84.3,7,0.517,9.9,0.503,0
0.382,0.908,0.8942,12.5,3,0.564,0.19,0.408,0
0.262,0.525,0.9866,71.5,3,0.859,1.19,0.128,0
0.737,0.971,1.0339,83.6,1,0.87,1.86,0.279,0
0.887,0.993,0.9098,41.5,2,0.802,0.8,0.529,1
0.498,0.952,0.9143,15.8,4,0.819,4.38,0.239,1
0.629,0.322,1.0208,74.4,5,0.88,8.65,0.46,0
0.83,0.933,1.0287,77.4,6,0.114,8.21,0.147,0
0.949,1.191,1.0328,36.9,4,0.293,7.45,0.565,0
0.602,0.518,0.9086,51.5,1,0.976,0.07,0.325,0
0.851,0.547,0.8741,74.8,3,0.545,8.66,0.346,0
0.868,1.032,0.938,25.4,6,0.176,3.96,0.385,1
0.762,0.444,0.9092,60.3,5,0.503,7.32,0.282,0
0.465,0.895,1.0268,44.5,5,0.646,7.27,0.463,0
0.123,0.98,0.8573,24.0,4,0.828,1.78,0.107,0
0.064,0.333,0.9768,76.5,4,0.812,5.15,0.181,0
0.479,0.798,1.0312,36.0,7,0.049,9.26,0.194,0
0.495,0.818,1.0453,84.8,5,0.454,2.63,0.418,0
0.417,0.573,0.98,55.5,5,0.021,7.15,0.545,0
0.561,1.089,1.04,51.2,3,0.888,9.58,0.132,0
0.547,0.446,0.8651,43.9,4,0.174,3.61,0.526,0
0.803,0.628,0.9219,42.1,5,0.625,3.88,0.51,1
0.148,1.064,0.8517,75.4,7,0.571,4.53,0.138,0
0.253,0.472,1.0462,64.2,6,0.626,8.09,0.172,0
0.764,1.039,1.0305,71.9,5,0.563,4.39,0.275,0
0.813,0.371,0.8556,43.7,6,0.716,4.86,0.157,0
0.945,0.74,0.8536,30.9,1,0.626,2.22,0.479,0
0.836,0.368,0.9234,16.9,2,0.09,9.88,0.352,0
0.851,0.91,0.9017,72.1,2,0.367,8.92,0.305,0
0.333,1.012,1.0194,43.2,5,0.547,6.0,0.462,0
0.411,1.065,0.8821,50.7,6,0.325,9.61,0.246,0
0.291,1.183,1.0081,47.5,2,0.76,6.87,0.536,0
0.596,0.905,0.9609,44.5,2,0.318,9.59,0.427,0
0.895,0.992,0.9255,64.7,4,0.829,1.62,0.273,0
0.36,0.755,0.8791,58.7,7,0.147,2.25,0.37,1
0.551,1.121,1.0495,87.8,1,0.769,8.85,0.23,0
0.317,0.879,0.9736,21.1,7,0.183,4.2,0.592,1
0.203,1.095,0.9379,55.9,2,0.528,3.71,0.318,0
0.226,0.512,0.9242,15.1,2,0.321,7.54,0.548,0
0.102,0.747,1.0311,74.6,5,0.637,6.3,0.589,0
0.904,0.957,1.0142,59.3,6,0.213,3.44,0.368,0
0.413,0.482,1.0122,44.3,7,0.795,3.98,0.465,1
0.801,0.49,0.9732,74.2,1,0.574,4.08,0.386,0
0.663,1.18,1.0276,46.4,1,0.957,1.26,0.146,1
0.223,0.691,0.9099,28.2,4,0.712,2.3,0.576,0
0.208,0.464,0.9907,47.8,4,0.607,5.38,0.328,0
0.781,0.598,0.9309,15.7,2,0.829,7.82,0.547,1
0.288,0.658,0.97,81.8,5,0.22,4.19,0.428,0
0.872,0.861,1.0496,68.5,2,0.633,3.83,0.153,0
0.176,1.131,1.0469,70.8,7,0.39,6.51,0.309,0
0.66,1.188,0.9525,80.0,2,0.744,1.57,0.198,0
0.783,0.887,0.9648,73.3,5,0.024,3.81,0.185,0
0.262,0.93,1.0295,44.5,4,0.428,2.08,0.458,0
0.299,0.59,1.0471,19.5,1,0.652,6.52,0.115,0
0.918,1.071,1.0057,39.9,5,0.461,1.12,0.583,1
0.288,0.496,0.863,84.7,2,0.238,4.48,0.325,0
0.437,0.396,0.9145,85.9,4,0.464,5.96,0.345,0
0.439,1.176,1.0293,71.4,5,0.85,8.34,0.25,0
0.278,1.078,1.0037,26.4,1,0.207,7.25,0.143,0
0.748,0.573,0.9984,25.6,2,0.367,9.43,0.394,0
0.745,0.908,0.9836,80.4,3,0.99,6.8,0.272,0
0.39,0.72,0.9331,21.4,7,0.913,3.49,0.412,0
0.802,0.591,0.9306,56.7,2,0.034,2.32,0.378,1
0.242,0.558,1.0118,40.3,7,0.53,0.57,0.208,0
0.054,0.422,0.9088,34.2,4,0.065,2.78,0.331,0
0.564,0.794,0.987,64.2,7,0.924,1.37,0.254,1
0.945,0.702,0.9952,86.8,6,0.442,3.69,0.22,1
0.085,0.761,1.0189,72.2,3,0.418,7.03,0.485,0
0.237,0.494,0.914,48.9,4,0.273,6.92,0.106,0
0.517,1.145,0.9984,45.3,6,0.569,3.18,0.234,1
0.779,0.875,0.8713,82.6,1,0.145,5.09,0.366,0
0.13,1.11,0.8776,56.2,5,0.799,2.17,0.338,0
0.406,0.398,0.9335,49.7,4,0.491,5.03,0.57,0
0.722,0.861,0.861,64.6,1,0.566,5.1,0.522,0
0.384,1.065,1.0395,29.0,7,0.841,3.01,0.476,0
0.22,0.598,1.0304,15.1,2,0.185,2.59,0.357,0
0.226,0.476,0.8598,78.4,7,0.175,9.8,0.314,0
0.419,0.539,1.0177,58.6,2,0.421,5.37,0.118,0
0.481,0.546,0.9518,23.2,4,0.786,5.62,0.511,0
0.826,0.702,0.9904,33.8,3,0.059,0.08,0.315,1
0.628,0.593,1.0274,89.2,7,0.795,1.82,0.26,0
0.671,0.544,0.9654,60.8,7,0.501,3.57,0.403,1
0.935,0.884,0.8733,60.9,6,0.562,9.66,0.477,0
0.421,0.348,0.8505,15.8,6,0.564,1.75,0.362,0
0.413,0.606,0.9494,87.5,6,0.056,3.03,0.175,0
0.881,0.921,1.0398,81.4,3,0.25,9.9,0.561,1
0.271,0.458,0.9645,53.8,7,0.755,4.81,0.156,0
0.707,0.499,0.9246,34.8,4,0.412,3.18,0.585,0
0.729,0.481,0.8562,65.8,3,0.561,6.34,0.321,0
0.138,0.301,1.033,76.7,2,0.945,4.96,0.573,0
0.471,0.726,0.9154,72.9,5,0.046,9.57,0.557,0
0.231,0.335,0.991,88.2,2,0.45,0.83,0.303,0
0.217,0.546,0.9888,60.9,5,0.361,7.91,0.5,0
0.467,1.195,0.9008,35.7,1,0.106,2.79,0.145,1
0.31,1.127,0.8628,49.8,5,0.951,8.07,0.141,0
0.766,0.494,0.927,75.3,5,0.961,8.48,0.278,0
0.867,0.579,0.9134,31.2,4,0.311,8.49,0.405,0
0.772,0.717,0.9901,28.5,5,0.947,8.67,0.105,0
0.289,1.06,1.014,68.0,7,0.035,7.18,0.358,1
0.297,1.022,0.8945,45.6,6,0.981,1.42,0.588,0
0.279,0.414,0.9556,75.3,4,0.836,0.52,0.529,0
0.172,0.412,0.8581,21.5,7,0.214,3.41,0.216,0
0.899,0.675,0.8929,36.9,7,0.6,4.95,0.364,0
0.412,1.083,1.0024,31.4,2,0.798,3.03,0.186,0
0.252,1.094,1.0087,65.8,3,0.319,7.42,0.232,0
0.812,0.397,1.0053,70.7,6,0.354,7.22,0.562,0
0.409,0.817,0.8785,46.5,4,0.629,9.72,0.599,0
0.082,0.44,0.9602,48.2,1,0.147,4.01,0.221,0
0.196,0.918,0.9345,20.6,4,0.118,7.86,0.206,0
0.625,1.125,1.0483,66.1,3,0.25,7.41,0.292,0
0.755,0.709,0.9808,89.4,6,0.741,9.89,0.323,0
0.24,0.375,1.037,72.2,4,0.367,7.74,0.145,0
0.876,0.821,0.8791,27.8,1,0.507,2.84,0.174,0
0.816,0.668,0.9402,59.8,1,0.195,0.15,0.312,0
0.814,1.03,1.0043,33.6,3,0.194,9.68,0.218,0
0.255,0.606,0.9236,12.4,2,0.65,7.16,0.522,0
0.095,1.087,0.9765,24.4,7,0.108,8.13,0.476,0
0.831,0.546,0.9523,18.2,2,0.668,7.93,0.368,0
0.325,0.442,1.0484,25.7,5,0.401,7.36,0.316,0
0.607,0.576,0.8848,73.6,1,0.671,7.51,0.515,0
0.734,0.331,1.0371,33.4,4,0.382,9.29,0.183,0
0.165,0.553,0.9303,70.6,7,0.846,9.14,0.544,0
0.753,0.894,0.9436,85.9,5,0.056,3.79,0.125,0
0.895,0.428,0.9557,55.9,3,0.893,0.31,0.562,0
0.706,0.4,0.9031,48.8,6,0.269,0.39,0.169,1
0.447,0.419,1.0427,70.0,4,0.043,4.47,0.506,1
0.839,0.37,1.0323,17.8,2,0.562,8.35,0.109,0
0.525,1.087,1.0446,44.3,7,0.224,8.48,0.508,0
0.72,1.15,1.0494,49.9,7,0.459,4.04,0.392,1
0.788,0.342,0.984,76.5,4,0.802,3.02,0.11,0
0.724,0.984,0.9403,75.1,1,0.792,5.07,0.487,0
0.309,0.963,1.0201,77.9,3,0.6,8.33,0.151,0
0.156,1.197,0.8548,65.8,4,0.978,6.36,0.37,0
0.265,0.613,1.0169,52.4,7,0.464,1.4,0.266,1
0.503,0.557,0.9495,76.2,6,0.039,3.62,0.48,0
